age,job,marital,education,smoker,monthlyincome,houseowner,loan,contact,MOD,monthlyhouseholdincome,target_buy
34,blue-collar,married,primary,no,5079,yes,no,cellphone,406,5661,yes
55,technician,divorced,secondary,no,5061,yes,yes,cellphone,113,5400,yes
49,technician,married,secondary,no,6091,no,no,telephone,47,6225,yes
46,management,divorced,Graduate,no,5743,no,no,unknown,36,6597,yes
47,entrepreneur,married,unknown,no,5209,yes,no,unknown,135,6039,yes
24,management,single,Graduate,no,5172,no,no,cellphone,67,5905,yes
58,entrepreneur,married,secondary,no,5002,no,no,unknown,684,5979,yes
32,management,single,Graduate,no,5041,no,no,cellphone,686,5256,no
25,student,single,secondary,no,6116,yes,no,cellphone,170,6687,yes
49,blue-collar,married,secondary,no,4945,no,no,unknown,150,5035,yes
59,retired,divorced,secondary,no,10845,no,no,cellphone,1060,10998,no
30,management,single,Graduate,no,5329,yes,no,unknown,122,6250,yes
46,blue-collar,married,secondary,no,5494,yes,no,unknown,724,5999,yes
42,management,married,unknown,no,6519,no,no,cellphone,230,7148,no
37,entrepreneur,married,Graduate,no,7685,no,no,unknown,187,8002,yes
44,blue-collar,married,primary,no,4986,yes,yes,unknown,179,5831,yes
49,services,married,secondary,no,10673,no,yes,cellphone,357,10989,yes
41,blue-collar,married,secondary,no,6459,no,no,unknown,82,6481,yes
48,technician,married,Graduate,no,5000,no,no,telephone,176,5103,yes
31,management,married,secondary,no,5625,yes,no,cellphone,424,6583,yes
37,student,married,unknown,no,5000,no,no,unknown,115,5606,yes
51,services,married,secondary,no,5867,yes,no,cellphone,177,6756,yes
80,retired,married,secondary,no,13304,no,no,telephone,712,14208,no
32,management,single,Graduate,no,5151,yes,no,unknown,118,6110,yes
48,services,married,primary,yes,4417,yes,no,unknown,25,5079,yes
49,blue-collar,married,Graduate,no,6784,no,no,unknown,753,7112,yes
30,management,married,Graduate,no,8134,yes,no,cellphone,124,8267,yes
27,self-employed,single,secondary,no,5049,yes,no,cellphone,208,5101,yes
34,technician,married,secondary,no,4654,no,no,cellphone,136,5503,yes
49,management,married,secondary,no,6623,yes,no,cellphone,1081,7107,no
48,management,married,Graduate,no,5060,no,no,telephone,376,5471,yes
40,services,married,secondary,no,5017,no,no,cellphone,78,5954,yes
38,blue-collar,married,secondary,no,7008,yes,no,cellphone,354,7632,yes
46,blue-collar,married,primary,no,5091,yes,no,cellphone,29,5369,yes
41,entrepreneur,married,Graduate,no,5171,yes,no,cellphone,209,5596,yes
28,management,single,Graduate,no,6027,yes,no,cellphone,433,6669,yes
51,services,married,unknown,no,10801,yes,no,unknown,147,11096,yes
33,blue-collar,divorced,primary,no,5142,yes,no,telephone,41,5784,yes
26,management,single,Graduate,no,5205,no,no,unknown,111,5943,yes
34,admin.,single,secondary,no,5852,no,no,cellphone,108,6381,yes
27,blue-collar,married,secondary,yes,4416,yes,no,cellphone,411,4683,yes
42,self-employed,married,secondary,no,5097,no,no,cellphone,108,5808,yes
45,admin.,married,secondary,no,5204,yes,no,cellphone,224,5698,no
31,technician,single,secondary,no,5628,yes,no,unknown,1083,5950,yes
32,management,single,Graduate,no,5311,no,no,unknown,757,5514,no
39,blue-collar,married,primary,no,6564,no,no,unknown,57,7478,yes
26,blue-collar,single,secondary,no,5856,yes,yes,cellphone,95,6398,yes
40,management,single,Graduate,no,6509,no,no,cellphone,144,6542,yes
52,services,married,secondary,no,4112,no,no,cellphone,135,5007,yes
40,technician,single,Graduate,no,5226,no,no,cellphone,176,5598,yes
48,technician,married,secondary,no,5127,no,yes,cellphone,524,6050,yes
31,services,married,secondary,no,5413,yes,no,unknown,65,5782,yes
27,admin.,married,secondary,no,5710,yes,yes,cellphone,653,6014,no
47,technician,married,secondary,no,6233,yes,no,unknown,91,6693,no
28,management,single,secondary,no,5171,no,no,cellphone,93,6143,no
40,management,divorced,Graduate,no,5069,yes,no,cellphone,503,5985,yes
34,admin.,married,secondary,no,6499,yes,no,cellphone,186,6512,yes
29,self-employed,married,Graduate,no,5751,yes,no,unknown,121,5887,yes
36,management,married,Graduate,no,5061,no,yes,cellphone,452,5811,yes
83,retired,married,primary,no,5425,no,no,telephone,883,5495,no
55,services,divorced,primary,no,7923,yes,no,unknown,104,8061,yes
43,management,divorced,Graduate,no,5099,no,no,cellphone,24,6057,yes
23,student,single,secondary,no,6021,no,no,telephone,79,6318,yes
44,technician,married,Graduate,no,6146,no,no,cellphone,178,6430,yes
58,blue-collar,married,primary,no,5781,yes,no,cellphone,74,5885,yes
29,admin.,single,secondary,no,6448,no,no,cellphone,217,6701,yes
30,management,single,Graduate,no,5604,no,yes,cellphone,475,6172,yes
29,admin.,single,secondary,no,4806,yes,no,cellphone,127,5773,yes
41,technician,married,secondary,no,5000,no,no,cellphone,101,5294,yes
35,housemaid,married,primary,no,5000,yes,no,cellphone,340,5699,yes
31,technician,single,secondary,no,6014,yes,no,cellphone,158,6907,yes
27,admin.,single,Graduate,no,5073,no,no,cellphone,242,5877,yes
47,services,married,secondary,no,7597,yes,no,unknown,323,8025,yes
53,self-employed,married,Graduate,no,7627,yes,yes,unknown,18,7998,yes
34,management,married,Graduate,no,6906,yes,no,cellphone,68,7761,yes
34,blue-collar,married,primary,no,4681,yes,yes,cellphone,134,4769,yes
36,management,married,Graduate,no,4704,yes,no,cellphone,113,5365,yes
40,technician,married,secondary,no,5169,yes,no,cellphone,43,5491,yes
37,self-employed,single,Graduate,no,5556,no,no,unknown,200,5831,yes
65,retired,divorced,unknown,no,5300,no,no,cellphone,245,5799,yes
53,technician,divorced,secondary,no,5751,yes,no,unknown,343,5761,yes
28,technician,single,secondary,no,5126,no,no,cellphone,229,6099,yes
33,technician,divorced,Graduate,no,4614,yes,no,unknown,530,5150,yes
56,blue-collar,married,primary,no,5379,no,no,cellphone,58,6249,yes
45,self-employed,married,secondary,no,5706,no,no,cellphone,78,6480,yes
39,technician,married,secondary,no,14121,no,no,unknown,147,14959,yes
28,management,single,Graduate,no,6466,yes,no,cellphone,40,6517,yes
36,blue-collar,married,primary,no,5000,yes,no,cellphone,618,5459,yes
41,blue-collar,married,primary,no,5951,yes,no,cellphone,23,6604,yes
46,admin.,married,secondary,no,5368,no,no,cellphone,293,5889,no
41,blue-collar,married,secondary,no,5121,yes,no,cellphone,16,5972,yes
59,services,married,secondary,no,5204,no,no,cellphone,286,5467,yes
24,admin.,married,secondary,no,5299,yes,no,cellphone,209,5534,yes
34,management,married,Graduate,no,9170,yes,no,unknown,935,9860,yes
40,blue-collar,married,primary,no,4665,yes,no,unknown,260,5372,yes
42,admin.,married,secondary,no,8165,yes,no,unknown,298,8761,yes
50,services,married,secondary,no,5254,yes,no,cellphone,397,5384,yes
25,management,single,Graduate,no,5553,yes,no,cellphone,113,5959,yes
51,services,divorced,secondary,no,5518,yes,no,telephone,76,6163,yes
50,management,married,Graduate,no,5085,no,yes,cellphone,141,5273,yes
37,blue-collar,married,unknown,no,5603,yes,no,unknown,773,6202,yes
21,services,single,secondary,no,5361,no,no,telephone,329,5716,yes
52,blue-collar,married,secondary,no,4902,yes,no,unknown,423,5554,yes
55,retired,married,primary,no,9424,no,no,cellphone,67,9959,yes
26,technician,single,secondary,no,7610,yes,yes,unknown,626,7945,yes
38,technician,married,Graduate,no,8234,no,no,cellphone,578,9017,no
32,blue-collar,married,secondary,no,5687,yes,no,unknown,61,6669,yes
31,blue-collar,married,secondary,no,5631,yes,no,unknown,248,6608,yes
34,technician,single,secondary,no,5341,no,yes,cellphone,136,5490,yes
33,technician,single,Graduate,no,5316,no,no,cellphone,126,5399,yes
35,technician,married,secondary,no,5002,no,no,telephone,653,5364,yes
44,management,married,unknown,no,5415,yes,no,telephone,7,6311,yes
48,management,divorced,Graduate,no,5507,yes,no,cellphone,528,6029,yes
29,blue-collar,married,secondary,no,5912,yes,no,cellphone,785,6131,yes
50,management,married,Graduate,no,5000,no,no,cellphone,243,5180,yes
37,blue-collar,married,primary,no,5037,yes,no,cellphone,24,5887,yes
44,admin.,single,secondary,no,7524,no,no,unknown,82,7835,yes
36,unemployed,single,Graduate,no,14019,yes,no,unknown,952,15003,yes
49,blue-collar,divorced,unknown,no,5039,yes,no,cellphone,27,5822,yes
31,blue-collar,married,secondary,no,5000,yes,no,unknown,143,5122,yes
49,technician,divorced,secondary,no,5265,yes,no,unknown,274,5737,yes
35,blue-collar,single,secondary,no,5000,yes,no,cellphone,1174,5615,no
57,admin.,divorced,unknown,no,9012,no,no,cellphone,915,9338,yes
42,blue-collar,married,primary,no,6520,yes,no,cellphone,115,7019,yes
36,blue-collar,divorced,secondary,no,4860,yes,no,unknown,222,5556,yes
75,retired,divorced,primary,no,5852,no,no,cellphone,341,6536,yes
38,blue-collar,single,secondary,no,5578,yes,no,unknown,112,6286,yes
40,blue-collar,married,primary,yes,5000,yes,no,unknown,64,5717,yes
38,services,single,secondary,no,7253,yes,no,cellphone,937,7469,no
34,management,single,Graduate,no,6171,yes,no,cellphone,129,7024,yes
29,technician,single,Graduate,no,5452,yes,no,cellphone,59,6313,yes
28,admin.,married,secondary,no,4903,yes,no,cellphone,79,5438,yes
79,retired,married,secondary,no,9738,no,no,telephone,151,10173,yes
51,admin.,divorced,secondary,no,5467,yes,no,unknown,83,5621,yes
32,student,single,Graduate,no,5000,no,no,cellphone,101,5296,yes
36,management,married,Graduate,no,5495,no,no,cellphone,157,6349,no
38,entrepreneur,married,secondary,no,5157,no,yes,cellphone,57,5484,yes
49,self-employed,married,secondary,no,5358,yes,yes,unknown,176,5962,yes
42,services,married,secondary,no,5292,yes,no,cellphone,222,5872,yes
43,blue-collar,married,primary,no,12343,yes,no,unknown,217,12878,yes
34,blue-collar,married,secondary,no,4437,yes,no,unknown,252,4994,yes
59,retired,single,secondary,no,5351,yes,no,unknown,1063,5935,no
35,unknown,married,primary,no,5365,no,no,cellphone,41,5616,yes
33,blue-collar,single,secondary,no,18494,yes,no,unknown,27,18941,yes
34,admin.,single,secondary,no,5846,yes,no,cellphone,758,6050,yes
64,retired,married,secondary,no,6574,no,no,telephone,301,7279,no
34,entrepreneur,married,Graduate,no,4972,yes,no,cellphone,574,5209,yes
77,retired,married,Graduate,no,5000,no,no,cellphone,847,5713,no
57,retired,married,primary,no,7927,no,yes,telephone,78,8104,yes
30,blue-collar,married,secondary,no,5501,yes,yes,unknown,514,6318,yes
56,housemaid,divorced,primary,yes,6238,no,no,unknown,1558,7035,no
49,unknown,married,unknown,no,5301,no,no,cellphone,789,6075,yes
73,retired,married,primary,no,6388,no,no,cellphone,146,7368,yes
39,technician,single,secondary,no,5102,yes,no,cellphone,272,5981,yes
57,technician,divorced,primary,no,5013,yes,no,cellphone,323,5256,yes
32,self-employed,married,secondary,no,5413,yes,no,cellphone,712,5619,yes
32,technician,single,Graduate,no,9665,yes,no,unknown,860,10449,no
45,admin.,married,secondary,no,5638,yes,no,cellphone,75,5902,yes
32,blue-collar,married,secondary,no,5101,yes,no,unknown,191,6088,yes
31,management,married,Graduate,no,6224,yes,yes,cellphone,1441,6260,no
49,self-employed,married,secondary,no,6103,no,no,cellphone,428,6361,yes
29,services,married,secondary,no,8748,no,no,cellphone,322,9311,yes
55,technician,married,secondary,no,5955,yes,no,cellphone,104,6374,yes
30,admin.,married,secondary,no,5518,yes,no,cellphone,127,6257,yes
45,services,single,primary,no,6893,yes,no,unknown,1259,7439,no
39,technician,married,Graduate,no,5014,no,no,cellphone,114,5378,yes
36,admin.,married,secondary,no,4577,yes,yes,unknown,106,5072,yes
33,management,married,Graduate,no,8696,no,no,cellphone,305,9216,yes
36,management,married,Graduate,no,7987,yes,no,cellphone,307,8177,no
31,technician,single,secondary,no,5433,no,no,cellphone,1504,6397,yes
36,technician,married,unknown,no,5756,no,no,cellphone,396,6251,yes
38,technician,single,Graduate,no,5000,yes,no,cellphone,71,5624,yes
33,unknown,married,secondary,no,7727,no,no,cellphone,205,8274,yes
40,technician,married,secondary,no,5093,yes,no,unknown,134,5417,yes
31,blue-collar,married,secondary,no,6766,no,yes,cellphone,166,7144,no
39,services,married,secondary,no,5124,yes,no,cellphone,81,5207,yes
33,admin.,married,Graduate,no,5069,no,yes,cellphone,77,5459,yes
53,services,divorced,secondary,no,5000,no,no,cellphone,80,5003,no
38,management,married,Graduate,no,5000,yes,no,cellphone,537,5424,yes
59,technician,married,secondary,no,5259,no,no,cellphone,415,6165,no
55,blue-collar,married,primary,no,9103,no,no,cellphone,291,10062,yes
38,technician,single,Graduate,no,5744,yes,no,cellphone,283,6009,yes
48,services,married,secondary,no,5116,yes,no,telephone,70,5671,yes
53,blue-collar,married,secondary,no,5070,yes,no,unknown,611,5381,yes
44,admin.,divorced,secondary,no,5432,no,no,cellphone,132,6065,yes
57,management,married,Graduate,no,6172,no,no,unknown,26,6845,yes
29,blue-collar,single,secondary,no,5009,yes,no,cellphone,262,5933,yes
31,services,married,secondary,no,5428,yes,no,unknown,272,5677,yes
35,technician,single,Graduate,no,12546,yes,no,cellphone,137,13437,yes
31,blue-collar,married,primary,no,5620,no,no,cellphone,95,6131,yes
35,self-employed,married,Graduate,no,13647,no,no,cellphone,140,13880,yes
40,management,single,secondary,no,5192,yes,no,unknown,71,5322,yes
39,blue-collar,married,secondary,no,5000,yes,no,cellphone,502,5444,yes
43,technician,single,Graduate,no,32733,yes,no,unknown,164,32979,yes
44,entrepreneur,married,primary,no,5276,yes,yes,unknown,219,5993,yes
29,technician,single,secondary,no,5113,no,no,cellphone,328,5528,no
40,technician,married,secondary,no,5782,yes,no,unknown,224,6436,yes
33,entrepreneur,married,primary,no,5082,yes,no,cellphone,63,5226,yes
46,management,married,Graduate,no,6008,no,no,cellphone,24,6271,yes
27,unknown,single,Graduate,no,11421,no,no,telephone,147,11693,yes
26,admin.,single,secondary,no,5443,no,no,cellphone,84,5904,yes
41,technician,married,secondary,no,5351,yes,no,cellphone,175,6285,yes
34,technician,married,Graduate,no,10060,yes,no,cellphone,12,10632,yes
39,technician,single,Graduate,no,4959,no,yes,cellphone,40,5118,yes
27,services,single,secondary,no,4876,no,no,cellphone,217,5284,yes
31,blue-collar,married,secondary,no,5079,yes,yes,cellphone,235,5336,yes
44,unemployed,single,secondary,no,8945,no,no,cellphone,255,9628,yes
55,retired,married,Graduate,no,5197,no,yes,cellphone,256,6112,yes
51,blue-collar,divorced,primary,no,5837,no,no,telephone,41,6555,yes
50,management,married,Graduate,no,4906,no,yes,unknown,75,5805,yes
30,services,married,secondary,no,6743,yes,no,cellphone,192,6963,yes
46,technician,married,secondary,no,5057,no,no,unknown,796,5064,no
49,admin.,married,secondary,no,5635,no,no,cellphone,220,6093,yes
56,retired,married,secondary,no,4887,yes,yes,cellphone,614,5698,yes
47,admin.,divorced,secondary,no,5225,no,no,cellphone,1126,5292,no
30,admin.,married,secondary,no,5124,no,no,telephone,161,5472,yes
36,entrepreneur,single,secondary,no,5475,no,no,cellphone,141,5771,yes
40,management,married,Graduate,no,4993,no,yes,telephone,697,5344,yes
37,technician,single,secondary,yes,5375,no,no,unknown,223,5730,yes
42,admin.,divorced,secondary,no,5936,no,no,cellphone,931,6646,no
45,technician,married,secondary,no,6415,yes,no,cellphone,483,6431,yes
34,unemployed,single,secondary,no,5000,no,no,cellphone,63,5963,yes
27,admin.,single,secondary,no,8638,no,no,cellphone,271,9468,yes
30,blue-collar,married,secondary,no,4901,yes,no,cellphone,144,5185,yes
32,technician,married,secondary,no,5167,yes,yes,cellphone,79,5183,yes
46,housemaid,married,primary,no,5019,yes,no,telephone,171,5497,yes
29,self-employed,married,Graduate,no,5242,yes,no,cellphone,73,5349,yes
53,unknown,married,unknown,no,5013,no,no,telephone,69,5158,yes
32,technician,married,secondary,no,5286,no,no,cellphone,60,5762,yes
49,unemployed,married,secondary,no,5769,yes,no,unknown,257,5923,yes
35,management,married,Graduate,no,5093,no,no,cellphone,198,5141,yes
38,blue-collar,married,secondary,no,6663,yes,no,cellphone,217,7451,yes
39,entrepreneur,married,primary,no,5238,yes,yes,cellphone,134,5697,yes
34,technician,single,secondary,no,7178,yes,no,cellphone,41,7435,yes
42,blue-collar,married,primary,no,5792,yes,yes,cellphone,611,5858,yes
35,blue-collar,single,unknown,no,5871,yes,no,unknown,216,6750,yes
60,admin.,married,secondary,no,6025,no,no,cellphone,388,6253,yes
57,technician,divorced,secondary,no,5063,yes,no,unknown,242,5824,yes
31,blue-collar,single,secondary,no,5016,no,no,cellphone,387,5680,yes
29,management,single,secondary,no,5417,no,no,cellphone,90,6230,yes
41,services,married,secondary,no,8992,yes,no,telephone,281,9884,yes
46,blue-collar,married,primary,no,7749,yes,no,cellphone,332,8082,yes
33,technician,married,secondary,no,5133,no,no,cellphone,218,5759,no
32,blue-collar,single,secondary,no,6721,yes,no,unknown,650,7523,yes
54,management,divorced,Graduate,no,7171,yes,yes,telephone,1034,7976,no
37,services,married,secondary,no,9760,yes,no,cellphone,182,10609,yes
32,technician,single,secondary,no,7979,no,no,cellphone,156,8492,yes
43,management,married,Graduate,no,5690,yes,no,cellphone,171,6231,yes
50,blue-collar,divorced,secondary,no,5203,yes,no,telephone,265,5707,yes
34,blue-collar,married,secondary,no,5322,yes,no,cellphone,10,5419,yes
31,admin.,divorced,secondary,no,6210,no,no,cellphone,350,6991,yes
43,self-employed,married,secondary,no,5634,yes,no,cellphone,65,6054,yes
